Transaction_ID,Date,Store_ID,Product_ID,Category_ID,Quantity_Sold,Sale_Price_Per_Unit,Total_Sale_Amount,Discount_Amount,Net_Sale_Amount,Payment_Method,Customer_ID,Salesperson_ID
58329,12/18/2020 15:58,115,555,106,2,119.1,238.2,29.69,208.51,Cash,1155,507
43987,5/6/2021 6:59,175,520,101,3,21.26,63.78,25.46,38.32,Credit Card,1573,520
97712,10/20/2021 23:49,133,532,102,2,68.63,137.26,14.68,122.58,Debit Card,1372,574
17692,3/10/2021 20:36,151,519,103,1,170.32,170.32,5.15,165.17,Credit Card,1017,547
51751,2/28/2021 12:52,129,537,107,5,47.96,239.8,15.19,224.61,Cash,1509,561
62029,6/10/2021 23:51,130,573,103,3,165.59,496.77,28.53,468.24,Debit Card,1171,562
41293,6/30/2021 13:59,187,569,106,4,41.25,165,9.4,155.6,Cash,1678,515
28587,12/7/2020 8:37,118,573,103,5,65.35,326.75,14.71,312.04,Debit Card,1720,562
20169,8/22/2021 22:26,200,512,107,5,144.76,723.8,18.66,705.14,Mobile Payment,1224,539
82909,8/15/2021 17:04,105,515,106,2,120.94,241.88,15.78,226.1,Cash,1266,594
18649,3/6/2021 10:33,181,515,106,2,168.07,336.14,1.53,334.61,Credit Card,1033,522
66935,11/26/2020 0:43,105,511,103,5,141.79,708.95,11.18,697.77,Debit Card,1821,578
71952,1/10/2021 1:42,143,518,105,2,70.74,141.48,28.53,112.95,Mobile Payment,1914,573
10597,9/29/2021 17:41,107,509,106,2,100.73,201.46,9.39,192.07,Debit Card,1317,515
19256,10/16/2021 11:33,122,591,101,1,58.84,58.84,6.4,52.44,Mobile Payment,1028,592
95040,4/13/2021 23:01,101,506,107,2,49.04,98.08,15.96,82.12,Debit Card,1735,523
80145,1/3/2021 8:01,103,585,107,2,67.83,135.66,10.29,125.37,Cash,1337,519
59245,9/6/2021 11:00,192,572,104,3,105.9,317.7,0.38,317.32,Credit Card,1579,509
20894,6/23/2021 18:27,100,557,103,4,151.98,607.92,11.9,596.02,Credit Card,1822,581
31668,2/9/2021 10:07,175,507,103,4,185.24,740.96,10.73,730.23,Debit Card,1662,556
70308,6/26/2021 15:11,182,538,105,4,169.58,678.32,19.89,658.43,Debit Card,1186,587
73042,7/15/2021 15:01,141,571,102,5,147.22,736.1,14.88,721.22,Debit Card,1243,548
35992,4/7/2021 4:51,127,579,101,3,126.13,378.39,5.57,372.82,Credit Card,1952,557
39705,5/18/2021 3:47,199,527,107,5,32.74,163.7,29.21,134.49,Cash,1007,507
71584,1/7/2021 11:14,148,563,104,3,90.82,272.46,22.33,250.13,Debit Card,1922,592
93266,10/29/2021 16:46,148,564,106,1,113.43,113.43,5.09,108.34,Cash,1173,511
53062,11/3/2021 11:45,147,550,107,5,67.58,337.9,13.06,324.84,Cash,1010,573
71370,8/29/2021 23:19,178,575,107,5,64.71,323.55,24.13,299.42,Debit Card,1264,546
99449,2/22/2021 4:58,169,582,104,3,44.66,133.98,27.63,106.35,Mobile Payment,1739,584
41171,7/20/2021 3:44,115,562,104,3,164.53,493.59,10.85,482.74,Cash,1759,600
30915,10/26/2021 0:09,119,535,102,3,111.74,335.22,27.57,307.65,Debit Card,1613,550
30899,7/14/2021 16:31,127,551,103,3,138.69,416.07,15.34,400.73,Debit Card,1735,515
61248,8/13/2021 12:30,147,586,106,5,94.66,473.3,3.99,469.31,Mobile Payment,1158,582
49745,11/16/2020 2:00,131,567,107,3,156.77,470.31,1.68,468.63,Credit Card,1588,542
89069,10/8/2021 12:01,188,530,102,5,105.14,525.7,10.98,514.72,Credit Card,1356,525
47845,12/28/2020 17:17,197,592,103,1,51.34,51.34,22.71,28.63,Credit Card,1392,507
88199,4/4/2021 0:26,127,551,103,5,68.07,340.35,6.69,333.66,Mobile Payment,1783,582
84678,10/11/2021 23:09,149,600,103,5,176.82,884.1,13.04,871.06,Credit Card,1157,565
59907,10/27/2021 21:17,165,598,105,1,166.8,166.8,21.63,145.17,Credit Card,1874,529
98460,12/29/2020 8:25,161,578,105,4,125.83,503.32,0.29,503.03,Cash,1480,502
26766,4/21/2021 8:39,138,552,101,2,106.54,213.08,28.84,184.24,Mobile Payment,1102,562
94400,1/25/2021 0:43,125,522,102,5,154.06,770.3,5.51,764.79,Mobile Payment,1140,512
90623,1/30/2021 1:22,166,563,104,4,194.83,779.32,28.99,750.33,Mobile Payment,1922,531
18629,2/6/2021 7:44,191,534,104,5,177.9,889.5,16.91,872.59,Debit Card,1222,570
26807,5/6/2021 9:58,175,513,106,5,90.88,454.4,16.46,437.94,Mobile Payment,1547,522
14829,10/31/2021 8:13,127,508,105,4,22.63,90.52,12.57,77.95,Credit Card,1152,537
53118,11/7/2021 13:19,169,569,106,1,170.94,170.94,4.5,166.44,Debit Card,1536,577
44025,4/26/2021 13:55,194,596,102,3,79.93,239.79,23.36,216.43,Cash,1217,568
79437,9/23/2021 22:09,162,542,107,4,129.36,517.44,19.15,498.29,Mobile Payment,1836,571
13170,9/28/2021 0:04,187,583,107,5,144.92,724.6,7.82,716.78,Mobile Payment,1448,507
21908,8/25/2021 9:58,128,596,102,3,35.7,107.1,3.58,103.52,Cash,1465,558
51882,4/12/2021 12:35,140,558,105,1,185.63,185.63,23.16,162.47,Debit Card,1830,559
44109,7/10/2021 16:25,130,546,103,3,101.56,304.68,17.89,286.79,Mobile Payment,1291,578
71683,2/17/2021 21:41,172,592,103,4,74.65,298.6,19.85,278.75,Debit Card,1665,557
51946,6/5/2021 3:38,167,587,101,5,115.87,579.35,22.71,556.64,Mobile Payment,1532,551
84935,10/21/2021 20:17,182,536,103,3,61.47,184.41,24.76,159.65,Cash,1657,501
72876,10/24/2021 21:18,157,525,101,4,83.95,335.8,11.8,324,Debit Card,1706,562
63419,1/22/2021 6:38,160,581,102,5,180.24,901.2,11.16,890.04,Debit Card,1594,585
83260,11/6/2021 0:53,133,541,104,4,81.98,327.92,29.54,298.38,Credit Card,1396,531
24456,9/6/2021 0:22,180,562,104,2,144.22,288.44,2.79,285.65,Mobile Payment,1378,545
11111,8/21/2021 3:30,118,597,102,1,83.21,83.21,18.93,64.28,Debit Card,1788,563
53248,11/17/2020 16:31,166,595,104,2,81.09,162.18,4.7,157.48,Cash,1900,565
74107,2/11/2021 17:51,137,529,104,3,20.17,60.51,15.71,44.8,Cash,1373,514
25070,10/18/2021 8:39,119,502,102,2,146.2,292.4,12.53,279.87,Cash,1104,527
69876,5/11/2021 3:27,178,503,102,2,119.4,238.8,7.85,230.95,Debit Card,1050,569
19098,6/15/2021 4:52,170,560,107,1,50.93,50.93,6.96,43.97,Mobile Payment,1491,578
48812,5/6/2021 19:29,159,585,107,5,181.52,907.6,19.17,888.43,Mobile Payment,1572,597
21772,3/20/2021 1:04,168,516,106,3,83.33,249.99,19.01,230.98,Cash,1656,548
12923,3/21/2021 2:07,130,581,102,1,138.53,138.53,16.71,121.82,Credit Card,1356,569
37863,4/27/2021 8:33,141,502,102,1,151.14,151.14,8.07,143.07,Credit Card,1218,584
34535,10/5/2021 5:46,180,593,102,5,150.68,753.4,17.72,735.68,Mobile Payment,1360,577
78959,5/14/2021 17:39,144,543,107,1,59.09,59.09,10.46,48.63,Credit Card,1294,515
53452,9/18/2021 22:52,186,531,103,1,153.78,153.78,14.62,139.16,Credit Card,1836,551
36250,10/30/2021 9:08,135,525,101,1,34.91,34.91,12.6,22.31,Mobile Payment,1211,540
37317,9/29/2021 19:35,110,518,105,5,77.2,386,4.52,381.48,Debit Card,1170,503
56791,12/22/2020 17:33,160,572,104,4,77.48,309.92,9.77,300.15,Credit Card,1651,589
93687,7/5/2021 14:35,174,592,103,3,70.12,210.36,4.22,206.14,Credit Card,1804,573
95277,5/14/2021 1:50,186,510,103,5,95.59,477.95,5.66,472.29,Credit Card,1203,566
40650,10/31/2021 12:37,179,534,104,3,27.82,83.46,23.25,60.21,Credit Card,1239,589
48088,3/16/2021 11:23,128,556,104,4,89.36,357.44,11.35,346.09,Mobile Payment,1443,554
83607,5/11/2021 6:40,142,575,107,1,96.88,96.88,27.7,69.18,Credit Card,1328,587
46195,4/24/2021 5:13,181,599,104,4,50,200,16.96,183.04,Credit Card,1287,569
24012,7/30/2021 19:02,111,577,102,1,95.44,95.44,18.64,76.8,Credit Card,1293,532
57087,7/5/2021 12:42,175,508,105,1,174,174,28.56,145.44,Cash,1152,567
16375,8/24/2021 12:12,149,548,102,3,86.52,259.56,18.72,240.84,Cash,1951,545
80674,11/6/2021 0:40,109,540,106,5,178.3,891.5,24.33,867.17,Cash,1371,549
88298,12/13/2020 19:11,185,536,103,2,40.38,80.76,4.87,75.89,Mobile Payment,1684,573
80785,5/15/2021 13:14,124,556,104,2,141.08,282.16,25.66,256.5,Cash,1086,560
34718,5/27/2021 19:52,157,588,103,1,64.51,64.51,14.08,50.43,Mobile Payment,1430,569
58126,1/6/2021 7:15,145,511,103,3,89.81,269.43,5.72,263.71,Cash,1924,572
56407,3/25/2021 9:37,171,558,105,1,122.33,122.33,25.64,96.69,Cash,1680,536
33846,5/9/2021 19:15,154,503,102,3,162.55,487.65,28.91,458.74,Credit Card,1353,586
46796,2/9/2021 7:49,161,553,104,5,164.48,822.4,8.05,814.35,Cash,1491,541
31736,2/16/2021 12:16,192,551,103,3,51.83,155.49,11.87,143.62,Credit Card,1535,512
27241,2/24/2021 8:25,163,507,103,2,16.52,33.04,17.95,15.09,Cash,1242,539
22831,1/5/2021 18:21,139,557,103,5,24.38,121.9,23.93,97.97,Debit Card,1332,536
93681,9/5/2021 3:33,133,598,105,2,110.9,221.8,3.86,217.94,Cash,1374,565
19642,11/2/2021 3:11,148,529,104,3,24.11,72.33,8.26,64.07,Cash,1343,578
18657,5/28/2021 6:05,105,519,103,3,191.27,573.81,7.74,566.07,Debit Card,1118,562
55243,7/26/2021 15:02,183,584,107,1,120.88,120.88,22.08,98.8,Mobile Payment,1140,500
99757,6/27/2021 12:01,109,542,107,5,56.7,283.5,17.79,265.71,Credit Card,1579,523
89699,7/20/2021 7:21,193,508,105,5,100.91,504.55,16.43,488.12,Debit Card,1900,552
58723,3/16/2021 4:56,196,505,103,1,11.51,11.51,7.98,3.53,Debit Card,1934,507
24968,3/26/2021 9:49,150,556,104,1,82.15,82.15,1.05,81.1,Cash,1857,542
91081,5/18/2021 14:38,151,560,107,4,155.03,620.12,8.09,612.03,Mobile Payment,1845,564
95452,12/29/2020 6:51,135,547,103,3,185.3,555.9,29.58,526.32,Mobile Payment,1336,555
89573,5/28/2021 20:47,194,525,101,5,34.98,174.9,15.6,159.3,Debit Card,1781,575
39642,8/23/2021 14:21,186,524,106,4,154.16,616.64,16.35,600.29,Mobile Payment,1783,544
94099,1/1/2021 19:49,175,597,102,3,54.86,164.58,6,158.58,Debit Card,1590,520
89823,8/14/2021 10:04,133,570,103,4,179.16,716.64,21.8,694.84,Cash,1453,591
61055,2/24/2021 21:54,117,530,102,1,78.28,78.28,24.97,53.31,Mobile Payment,1170,590
24936,7/5/2021 20:32,163,579,101,2,198.97,397.94,16.13,381.81,Debit Card,1731,555
78732,8/18/2021 15:32,109,536,103,3,75.72,227.16,15.28,211.88,Mobile Payment,1000,580
28993,12/7/2020 4:46,118,599,104,3,131.03,393.09,15.19,377.9,Mobile Payment,1515,577
69316,4/14/2021 13:19,154,582,104,3,131.84,395.52,21.53,373.99,Mobile Payment,1684,545
58087,1/6/2021 8:44,176,591,101,3,129.36,388.08,6.09,381.99,Debit Card,1555,561
95557,1/16/2021 0:23,159,500,104,1,84.65,84.65,13.28,71.37,Mobile Payment,1493,547
76955,5/9/2021 15:08,198,590,105,4,126.21,504.84,26.23,478.61,Mobile Payment,1972,581
94951,3/27/2021 0:17,169,574,102,4,153.3,613.2,11.47,601.73,Cash,1798,553
26744,8/1/2021 11:28,136,525,101,4,55.48,221.92,29.6,192.32,Mobile Payment,1714,586
36802,3/17/2021 22:04,160,545,101,4,63.1,252.4,17.15,235.25,Credit Card,1574,567
43648,3/25/2021 1:23,195,562,104,4,126.29,505.16,0.37,504.79,Credit Card,1087,550
30034,11/19/2020 0:17,144,585,107,3,158.33,474.99,23.47,451.52,Credit Card,1089,509
75582,7/13/2021 9:31,197,538,105,4,173.58,694.32,3.31,691.01,Cash,1474,580
95166,6/14/2021 13:37,140,549,101,1,154.29,154.29,9.84,144.45,Mobile Payment,1446,581
46255,6/24/2021 19:39,200,574,102,3,143.38,430.14,12.43,417.71,Debit Card,1658,518
56607,4/20/2021 11:57,141,593,102,4,197.11,788.44,14.33,774.11,Credit Card,1920,539
50753,10/27/2021 3:23,145,541,104,3,67.36,202.08,24.56,177.52,Cash,1971,539
76942,10/16/2021 11:43,157,575,107,1,52.58,52.58,14.55,38.03,Debit Card,1733,586
42320,7/20/2021 12:11,183,582,104,2,52.31,104.62,18.46,86.16,Debit Card,1292,572
42519,10/23/2021 21:44,147,579,101,4,17.09,68.36,0.42,67.94,Debit Card,1674,583
22926,8/6/2021 10:42,173,589,102,1,91.99,91.99,22.53,69.46,Debit Card,1823,597
12097,4/22/2021 16:57,187,515,106,2,83.53,167.06,0.6,166.46,Credit Card,1349,542
12007,7/27/2021 4:53,111,506,107,1,119.05,119.05,14.52,104.53,Cash,1765,513
19098,1/20/2021 9:40,121,548,102,5,167.64,838.2,29.24,808.96,Credit Card,1465,539
86730,3/6/2021 19:54,104,590,105,4,112.29,449.16,27.3,421.86,Credit Card,1214,512
89473,5/16/2021 19:34,122,600,103,1,113.82,113.82,20.35,93.47,Mobile Payment,1840,558
56169,2/1/2021 6:49,156,555,106,4,128.32,513.28,3.78,509.5,Mobile Payment,1200,551
80445,1/21/2021 20:52,127,525,101,1,114.96,114.96,28.17,86.79,Credit Card,1199,563
51754,2/16/2021 0:19,191,520,101,4,93.78,375.12,8.34,366.78,Cash,1226,566
10447,10/3/2021 17:13,157,592,103,2,109.4,218.8,1.69,217.11,Credit Card,1297,529
41665,8/27/2021 8:07,138,569,106,5,82.59,412.95,21.55,391.4,Mobile Payment,1396,545
35519,10/3/2021 3:00,165,589,102,3,63.45,190.35,5.4,184.95,Credit Card,1195,518
98261,2/7/2021 13:55,179,534,104,3,53.6,160.8,6.35,154.45,Credit Card,1555,509
26400,10/16/2021 2:55,134,572,104,5,72.95,364.75,10.15,354.6,Debit Card,1787,568
75655,10/21/2021 22:44,138,532,102,5,44.06,220.3,24.8,195.5,Cash,1825,564
44716,6/6/2021 15:21,166,566,105,3,171.33,513.99,25.7,488.29,Debit Card,1300,502
78437,12/10/2020 11:41,127,557,103,1,143.11,143.11,0.03,143.08,Credit Card,1100,580
96619,1/7/2021 18:04,163,553,104,2,111.93,223.86,20.67,203.19,Cash,1867,562
28564,10/8/2021 13:39,187,547,103,2,41.2,82.4,26.28,56.12,Debit Card,1555,544
70223,6/26/2021 16:08,133,523,106,1,140.69,140.69,28.43,112.26,Debit Card,1401,536
90251,2/3/2021 17:37,103,518,105,2,14.06,28.12,13.24,14.88,Cash,1602,532
26138,9/29/2021 12:34,129,542,107,2,31.95,63.9,13.2,50.7,Mobile Payment,1041,566
37224,11/29/2020 8:03,141,532,102,3,56.73,170.19,2.73,167.46,Mobile Payment,1604,541
92704,4/25/2021 10:57,116,563,104,2,27.38,54.76,27.88,26.88,Cash,1435,515
46117,5/22/2021 20:40,116,526,102,1,159.47,159.47,9.75,149.72,Debit Card,1960,543
11255,2/3/2021 15:12,163,506,107,2,84.81,169.62,25.36,144.26,Debit Card,1311,579
61772,3/25/2021 6:07,123,571,102,4,67.49,269.96,28.37,241.59,Credit Card,1901,545
26398,8/8/2021 8:40,183,515,106,3,110.82,332.46,14.35,318.11,Mobile Payment,1956,576
86874,3/31/2021 9:09,158,510,103,1,195.78,195.78,1.65,194.13,Credit Card,1973,511
64599,3/24/2021 12:55,107,580,105,1,101.14,101.14,20.53,80.61,Mobile Payment,1952,559
54774,8/23/2021 8:29,181,572,104,1,189.95,189.95,3.25,186.7,Cash,1732,530
59453,11/16/2020 15:45,113,528,107,2,72.72,145.44,25.85,119.59,Debit Card,1385,586
74230,4/21/2021 1:24,128,592,103,2,141.44,282.88,0.08,282.8,Debit Card,1822,538
18074,7/30/2021 17:29,173,577,102,2,175.84,351.68,29.2,322.48,Cash,1674,506
48316,12/12/2020 14:27,141,526,102,2,129.94,259.88,26.41,233.47,Debit Card,1278,566
37400,5/17/2021 14:22,149,538,105,3,116.97,350.91,1.68,349.23,Mobile Payment,1518,507
87531,6/23/2021 16:10,128,541,104,5,129.07,645.35,11.71,633.64,Cash,1783,568
92920,8/29/2021 22:15,173,563,104,4,32.42,129.68,29.27,100.41,Mobile Payment,1730,568
97686,3/22/2021 2:10,187,529,104,3,78.17,234.51,18.67,215.84,Credit Card,1585,509
44366,7/25/2021 21:42,118,558,105,1,140.52,140.52,21.19,119.33,Credit Card,1231,520
85352,4/27/2021 12:24,118,540,106,3,21.41,64.23,24.7,39.53,Debit Card,1140,505
57786,10/15/2021 8:16,147,564,106,3,109.75,329.25,7.92,321.33,Debit Card,1149,565
51059,11/13/2020 6:34,139,507,103,5,161.45,807.25,5.5,801.75,Cash,1648,568
45218,7/2/2021 15:34,176,500,104,2,119.04,238.08,17.78,220.3,Mobile Payment,1107,599
57188,8/14/2021 20:37,181,540,106,3,130.32,390.96,15.11,375.85,Debit Card,1167,548
58637,10/28/2021 15:28,135,514,101,3,120.74,362.22,23.57,338.65,Debit Card,1034,597
37675,1/6/2021 16:22,152,518,105,1,50.47,50.47,2.54,47.93,Cash,1539,527
87359,2/28/2021 21:21,195,554,102,1,143.6,143.6,21.81,121.79,Credit Card,1296,559
92686,9/7/2021 1:35,144,556,104,5,63.73,318.65,23.07,295.58,Mobile Payment,1495,561
58157,10/12/2021 3:11,146,599,104,3,144.61,433.83,12.15,421.68,Credit Card,1550,512
53884,10/29/2021 13:48,136,550,107,1,118.46,118.46,16.57,101.89,Debit Card,1683,570
95836,10/17/2021 20:30,170,542,107,2,136.16,272.32,19.36,252.96,Cash,1362,596
69356,7/4/2021 3:22,123,593,102,3,140.64,421.92,22,399.92,Debit Card,1550,512
41857,3/1/2021 4:49,188,561,101,4,190.87,763.48,22.15,741.33,Credit Card,1199,572
61088,10/31/2021 23:10,139,524,106,4,186.27,745.08,0.4,744.68,Credit Card,1117,513
11276,10/10/2021 4:49,121,557,103,1,140.49,140.49,22.67,117.82,Mobile Payment,1635,560
13454,5/31/2021 21:43,100,531,103,1,112.98,112.98,3.81,109.17,Cash,1562,525
68051,2/25/2021 6:26,103,532,102,5,56.14,280.7,16.44,264.26,Credit Card,1151,541
26066,7/1/2021 22:46,190,565,101,2,163.29,326.58,2.23,324.35,Cash,1973,542
47412,6/11/2021 13:34,166,515,106,3,115.13,345.39,0.04,345.35,Debit Card,1899,546
83662,9/25/2021 11:09,186,566,105,3,62.12,186.36,29.8,156.56,Debit Card,1385,514
93179,12/24/2020 19:17,136,535,102,1,164.23,164.23,2.26,161.97,Credit Card,1622,525
49040,6/19/2021 6:07,154,508,105,4,163.81,655.24,13.48,641.76,Cash,1096,584
43216,6/6/2021 10:45,135,514,101,4,102.22,408.88,24.08,384.8,Debit Card,1748,546
40626,10/16/2021 20:11,159,563,104,1,141.55,141.55,10.27,131.28,Credit Card,1582,571
53945,4/20/2021 17:59,193,535,102,5,157.72,788.6,16.44,772.16,Mobile Payment,1510,548
40903,6/6/2021 17:34,135,501,104,1,129.19,129.19,28.48,100.71,Debit Card,1459,571
66304,8/18/2021 3:28,102,546,103,2,149.44,298.88,29.24,269.64,Cash,1074,538
60512,5/19/2021 16:50,164,575,107,5,148.04,740.2,14.27,725.93,Cash,1072,516
76280,10/2/2021 10:23,194,511,103,3,199,597,3.79,593.21,Credit Card,1236,598
44279,4/26/2021 0:02,111,532,102,5,128.09,640.45,12.42,628.03,Debit Card,1003,581
14141,4/19/2021 5:26,105,548,102,3,93.13,279.39,17.7,261.69,Debit Card,1628,600
25235,3/11/2021 10:21,105,575,107,1,73.19,73.19,7.73,65.46,Cash,1012,533
10952,9/5/2021 12:13,133,519,103,1,29.85,29.85,6.8,23.05,Credit Card,1817,517
81536,12/29/2020 13:53,186,502,102,1,20.2,20.2,4.95,15.25,Credit Card,1796,509
75960,12/13/2020 15:56,170,584,107,4,46.84,187.36,14.4,172.96,Credit Card,1749,527
91723,5/12/2021 13:51,153,527,107,1,115.57,115.57,20.36,95.21,Cash,1812,508
47673,3/27/2021 7:08,153,516,106,3,96.11,288.33,22.05,266.28,Cash,1407,583
68064,10/13/2021 4:19,147,532,102,5,79.41,397.05,23.86,373.19,Credit Card,1855,580
36730,1/5/2021 4:03,103,524,106,5,126.96,634.8,29.54,605.26,Mobile Payment,1796,539
58869,11/11/2020 23:09,124,552,101,2,16.3,32.6,8.26,24.34,Debit Card,1402,590
54198,9/18/2021 10:11,151,589,102,2,119.79,239.58,2.41,237.17,Debit Card,1516,552
44750,2/2/2021 4:49,187,563,104,3,175.32,525.96,10.55,515.41,Credit Card,1095,532
17940,4/26/2021 10:25,118,519,103,5,130.33,651.65,22.08,629.57,Credit Card,1481,566
36140,2/10/2021 23:28,106,556,104,2,160.5,321,24.19,296.81,Mobile Payment,1521,598
84852,10/28/2021 17:26,188,546,103,4,35.97,143.88,9.23,134.65,Mobile Payment,1400,599
40303,6/4/2021 22:20,126,583,107,3,145.61,436.83,19.86,416.97,Cash,1993,507
23919,6/26/2021 10:25,168,564,106,3,161.4,484.2,26.69,457.51,Credit Card,1556,589
83600,1/13/2021 16:53,106,579,101,2,112.53,225.06,26.53,198.53,Debit Card,1438,577
44357,9/21/2021 6:01,102,598,105,5,17.67,88.35,24.46,63.89,Cash,1996,559
58032,5/10/2021 2:51,157,515,106,5,122.43,612.15,28.69,583.46,Cash,1688,554
65808,9/16/2021 2:16,174,511,103,4,148.7,594.8,23.85,570.95,Debit Card,1013,556
82438,1/31/2021 1:50,196,545,101,1,26.86,26.86,22.67,4.19,Debit Card,1169,511
44962,12/15/2020 12:53,172,544,102,3,168.09,504.27,10.21,494.06,Cash,1860,549
98525,7/12/2021 9:45,147,513,106,2,165.65,331.3,19.93,311.37,Mobile Payment,1813,560
63795,12/29/2020 0:39,107,511,103,1,140.94,140.94,12.81,128.13,Mobile Payment,1957,575
70541,7/18/2021 14:35,128,530,102,4,23.98,95.92,16.87,79.05,Cash,1166,530
30030,1/13/2021 14:11,142,584,107,4,61.66,246.64,6.9,239.74,Mobile Payment,1237,505
87277,3/13/2021 11:39,124,557,103,2,18.81,37.62,6.44,31.18,Credit Card,2000,531
16771,12/9/2020 23:21,138,502,102,1,69.68,69.68,19.73,49.95,Mobile Payment,1820,501
90946,9/25/2021 12:21,134,546,103,1,135.8,135.8,19.38,116.42,Debit Card,1695,500
18466,9/12/2021 7:44,187,584,107,4,118.26,473.04,6.19,466.85,Mobile Payment,1501,554
54717,11/7/2021 22:09,171,526,102,2,114.31,228.62,22.87,205.75,Credit Card,1351,545
50150,10/25/2021 13:51,185,571,102,2,192.68,385.36,24.63,360.73,Credit Card,1366,515
37009,7/11/2021 23:23,126,573,103,1,34.87,34.87,15.03,19.84,Debit Card,1736,517
48637,4/29/2021 14:07,195,589,102,5,74.96,374.8,0.95,373.85,Cash,1753,507
50761,4/5/2021 0:15,102,598,105,1,198.35,198.35,26.27,172.08,Credit Card,1201,556
31336,4/16/2021 10:51,188,595,104,3,124.61,373.83,5.41,368.42,Credit Card,1630,525
42724,8/7/2021 6:47,106,549,101,4,140.01,560.04,25.1,534.94,Cash,1456,558
12899,7/1/2021 0:56,140,500,104,5,170.41,852.05,9.64,842.41,Cash,1474,551
96602,1/29/2021 11:48,177,503,102,2,193.48,386.96,22.41,364.55,Cash,1003,519
13746,11/24/2020 4:52,163,582,104,3,114.87,344.61,2.79,341.82,Credit Card,1026,542
23280,2/17/2021 19:18,115,584,107,3,135.86,407.58,22.7,384.88,Credit Card,1295,599
34352,9/16/2021 22:52,157,535,102,1,74.97,74.97,25.8,49.17,Debit Card,1525,595
43209,3/6/2021 15:25,116,518,105,3,114.56,343.68,5.52,338.16,Cash,1207,544
44801,11/27/2020 20:41,185,567,107,3,107.69,323.07,27.99,295.08,Credit Card,1236,593
62281,8/7/2021 18:28,131,514,101,3,22.04,66.12,22.31,43.81,Cash,1897,527
67900,9/6/2021 18:00,150,516,106,3,141.27,423.81,1.39,422.42,Mobile Payment,1999,546
15926,5/2/2021 11:16,100,504,103,5,178.33,891.65,3.89,887.76,Credit Card,1760,530
62791,6/5/2021 11:51,101,537,107,1,60.5,60.5,20.9,39.6,Credit Card,1464,501
18936,6/20/2021 3:11,163,592,103,2,181.94,363.88,11.06,352.82,Credit Card,1423,594
84681,10/1/2021 2:33,159,525,101,2,175.39,350.78,22.22,328.56,Cash,1762,527
10987,5/14/2021 5:29,139,548,102,3,144.95,434.85,28.95,405.9,Cash,1621,592
92378,1/4/2021 4:19,139,590,105,1,183.04,183.04,28.08,154.96,Debit Card,1793,519
99112,7/16/2021 18:19,138,590,105,2,42.4,84.8,2.89,81.91,Debit Card,1434,583
79095,4/6/2021 21:35,165,538,105,2,107.48,214.96,26.93,188.03,Mobile Payment,1676,544
97954,3/8/2021 1:38,132,593,102,2,142.45,284.9,29.16,255.74,Cash,1239,560
97433,8/17/2021 13:49,103,513,106,2,197.33,394.66,2.17,392.49,Mobile Payment,1544,518
76428,8/29/2021 15:59,146,554,102,1,127.42,127.42,1.91,125.51,Credit Card,1427,527
59590,6/13/2021 4:28,155,557,103,3,188.96,566.88,22.82,544.06,Mobile Payment,1240,504
30763,4/2/2021 14:24,181,590,105,4,127.79,511.16,17.87,493.29,Credit Card,1032,521
53865,8/4/2021 22:15,138,529,104,5,199.53,997.65,8.51,989.14,Cash,1646,551
35710,12/7/2020 2:12,109,544,102,3,34.72,104.16,5.19,98.97,Mobile Payment,1808,532
43753,7/19/2021 20:15,120,518,105,5,17.77,88.85,23.12,65.73,Mobile Payment,1387,541
68595,6/9/2021 6:49,124,552,101,4,131.55,526.2,12.49,513.71,Mobile Payment,1066,503
84736,8/24/2021 15:26,115,500,104,1,58.63,58.63,0.19,58.44,Cash,1364,595
75173,3/22/2021 5:29,184,574,102,5,38.19,190.95,18.32,172.63,Mobile Payment,1583,573
45517,2/21/2021 19:56,181,522,102,1,96.55,96.55,26.07,70.48,Mobile Payment,1606,590
73354,8/23/2021 21:07,155,540,106,5,70.63,353.15,3.39,349.76,Debit Card,1296,520
51617,10/19/2021 4:22,166,585,107,3,137.06,411.18,6.35,404.83,Credit Card,1097,548
64245,8/11/2021 2:22,161,556,104,2,124.4,248.8,18.4,230.4,Debit Card,1359,544
35243,7/8/2021 3:08,139,569,106,2,165.96,331.92,28.34,303.58,Debit Card,1438,516
53149,9/16/2021 11:43,120,503,102,3,146.34,439.02,29.85,409.17,Mobile Payment,1038,527
29150,2/19/2021 1:17,126,572,104,2,155.15,310.3,2.16,308.14,Debit Card,1041,553
41855,3/3/2021 17:32,158,572,104,4,156.04,624.16,12.5,611.66,Mobile Payment,1054,523
71642,12/7/2020 6:02,194,592,103,3,49.61,148.83,29.47,119.36,Mobile Payment,1869,519
94651,3/25/2021 8:13,153,578,105,4,90.1,360.4,23.82,336.58,Cash,1776,536
48955,10/22/2021 17:31,133,592,103,1,86.6,86.6,28.17,58.43,Credit Card,1611,544
68213,10/19/2021 21:16,106,502,102,1,88.48,88.48,19.51,68.97,Debit Card,1241,585
90646,7/30/2021 18:08,185,509,106,1,197.99,197.99,26.58,171.41,Credit Card,1016,503
85359,11/25/2020 2:00,174,575,107,1,168.29,168.29,25.35,142.94,Debit Card,1615,576
24560,9/22/2021 23:15,131,581,102,4,136.79,547.16,25.27,521.89,Credit Card,1917,551
66587,3/7/2021 13:18,104,502,102,5,159.61,798.05,3.77,794.28,Mobile Payment,1691,529
